Table 1
die_size,sheet_size,number_out,die_number,flat_size,seal_flap_size
6 x 9  BK,25 X 38,4,# 190-UT,10 3/4 X 13 1/8,1 5/8
6 x 9  BK,28 X 40,4,# 190-UT,10 3/4 X 13 1/8,1 5/8
,,,,,
,,,,,
6 x 9  BK,11 X 13 1/2,1,# 81,10 1/2 X 13,1 1/2
6 x 9  BK,11 X 17 ,1,# 81,10 1/2 X 13,1 1/2
6 x 9  BK,17 1/2 X 22 1/2,1,# 81,10 1/2 X 13,1 1/2
6 x 9  BK,19 X 25,1,# 81,10 1/2 X 13,1 1/2
6 x 9  BK,23 X 29,4,# 81,10 1/2 X 13,1 1/2
6 x 9  BK,23 X 35,4,# 81,10 1/2 X 13,1 1/2
6 x 9  BK,25 X 38,4,# 81,10 1/2 X 13,1 1/2
6 x 9  BK,28 X 40,6,# 81,10 1/2 X 13,1 1/2
,,,,,
,,,,,
6 x 9  BK,11 1/4 X 13 3/8,1,# 82,10 3/4 X 12 7/8,1 3/8
6 x 9  BK,11 X 17 ,0,# 82,10 3/4 X 12 7/8,1 3/8
6 x 9  BK,17 1/2 X 22 1/2,1,# 82,10 3/4 X 12 7/8,1 3/8
6 x 9  BK,19 X 25,1,# 82,10 3/4 X 12 7/8,1 3/8
6 x 9  BK,23 X 29,4,# 82,10 3/4 X 12 7/8,1 3/8
6 x 9  BK,23 X 35,4,# 82,10 3/4 X 12 7/8,1 3/8
6 x 9  BK,25 X 38,4,# 82,10 3/4 X 12 7/8,1 3/8
6 x 9  BK,28 X 40,6,# 82,10 3/4 X 12 7/8,1 3/8
,,,,,
,,,,,
6 x 9  BK,11 1/4 X 13 9/16,1,# 84,10 3/4 X 13 1/16,1 1/2
6 x 9  BK,11 X 17 ,0,# 84,10 3/4 X 13 1/16,1 1/2
6 x 9  BK,17 1/2 X 22 1/2,1,# 84,10 3/4 X 13 1/16,1 1/2
6 x 9  BK,19 X 25,1,# 84,10 3/4 X 13 1/16,1 1/2
6 x 9  BK,23 X 29,4,# 84,10 3/4 X 13 1/16,1 1/2
6 x 9  BK,23 X 35,4,# 84,10 3/4 X 13 1/16,1 1/2
6 x 9  BK,25 X 38,4,# 84,10 3/4 X 13 1/16,1 1/2
6 x 9  BK,28 X 40,4,# 84,10 3/4 X 13 1/16,1 1/2
,,,,,
,,,,,
6 x 9  BK,11 1/2 X 13 7/16,1,# 85,11 X 12 15/16,1 3/8
6 x 9  BK,11 X 17 ,0,# 85,11 X 12 15/16,1 3/8
6 x 9  BK,17 1/2 X 22 1/2,1,# 85,11 X 12 15/16,1 3/8
6 x 9  BK,19 X 25,1,# 85,11 X 12 15/16,1 3/8
6 x 9  BK,23 X 29,4,# 85,11 X 12 15/16,1 3/8
6 x 9  BK,23 X 35,4,# 85,11 X 12 15/16,1 3/8
6 x 9  BK,25 X 38,4,# 85,11 X 12 15/16,1 3/8
6 x 9  BK,28 X 40,6,# 85,11 X 12 15/16,1 3/8
,,,,,
,,,,,
6 x 9  BK,11 1/2 X 13 3/4,1,# 83,11 X 13 1/4,1 3/4
6 x 9  BK,11 X 17 ,0,# 83,11 X 13 1/4,1 3/4
6 x 9  BK,17 1/2 X 22 1/2,1,# 83,11 X 13 1/4,1 3/4
6 x 9  BK,19 X 25,1,# 83,11 X 13 1/4,1 3/4
6 x 9  BK,23 X 29,4,# 83,11 X 13 1/4,1 3/4
6 x 9  BK,23 X 35,4,# 83,11 X 13 1/4,1 3/4
6 x 9  BK,25 X 38,4,# 83,11 X 13 1/4,1 3/4
6 x 9  BK,28 X 40,4,# 83,11 X 13 1/4,1 3/4
,,,,,
,,,,,
6 x 9 1/4  BK,11 3/4 X 13 1/2,1,# 79,11 1/4 X 13,1 3/8
6 x 9 1/4  BK,11 X 17 ,0,# 79,11 1/4 X 13,1 3/8
6 x 9 1/4  BK,17 1/2 X 22 1/2,1,# 79,11 1/4 X 13,1 3/8
6 x 9 1/4  BK,19 X 25,1,# 79,11 1/4 X 13,1 3/8
6 x 9 1/4  BK,23 X 29,2,# 79,11 1/4 X 13,1 3/8
6 x 9 1/4  BK,23 X 35,2,# 79,11 1/4 X 13,1 3/8
6 x 9 1/4  BK,25 X 38,4,# 79,11 1/4 X 13,1 3/8
6 x 9 1/4  BK,28 X 40,6,# 79,11 1/4 X 13,1 3/8
,,,,,
,,,,,
6 x 9 1/4  BK,11 1/2 X 13 3/8,1,# 186-UT,11 X 12 13/16,1 3/8
6 x 9 1/4  BK,11 X 17 ,0,# 186-UT,11 X 12 13/16,1 3/8
6 x 9 1/4  BK,17 1/2 X 22 1/2,1,# 186-UT,11 X 12 13/16,1 3/8
6 x 9 1/4  BK,19 X 25,1,# 186-UT,11 X 12 13/16,1 3/8
6 x 9 1/4  BK,23 X 29,4,# 186-UT,11 X 12 13/16,1 3/8
6 x 9 1/4  BK,23 X 35,4,# 186-UT,11 X 12 13/16,1 3/8
6 x 9 1/4  BK,25 X 38,4,# 186-UT,11 X 12 13/16,1 3/8
6 x 9 1/4  BK,28 X 40,6,# 186-UT,11 X 12 13/16,1 3/8
,,,,,
,,,,,
6 x 9 3/8  BK,11 7/8 X 14 3/8,1,# 132,11 3/8 X 13 7/8,2 1/2
6 x 9 3/8  BK,11 X 17 ,0,# 132,11 3/8 X 13 7/8,2 1/2
6 x 9 3/8  BK,17 1/2 X 22 1/2,1,# 132,11 3/8 X 13 7/8,2 1/2
6 x 9 3/8  BK,19 X 25,1,# 132,11 3/8 X 13 7/8,2 1/2
6 x 9 3/8  BK,23 X 29,2,# 132,11 3/8 X 13 7/8,2 1/2
6 x 9 3/8  BK,23 X 35,2,# 132,11 3/8 X 13 7/8,2 1/2
6 x 9 3/8  BK,25 X 38,4,# 132,11 3/8 X 13 7/8,2 1/2
6 x 9 3/8  BK,28 X 40,4,# 132,11 3/8 X 13 7/8,2 1/2
,,,,,
,,,,,
6 x 9 1/2  BK,12 X 13 1/2,1,# 123,11 1/2 X 13,1 3/8
6 x 9 1/2  BK,11 X 17 ,0,# 123,11 1/2 X 13,1 3/8
6 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 123,11 1/2 X 13,1 3/8
6 x 9 1/2  BK,19 X 25,1,# 123,11 1/2 X 13,1 3/8
6 x 9 1/2  BK,23 X 29,4,# 123,11 1/2 X 13,1 3/8
6 x 9 1/2  BK,23 X 35,4,# 123,11 1/2 X 13,1 3/8
6 x 9 1/2  BK,25 X 38,4,# 123,11 1/2 X 13,1 3/8
6 x 9 1/2  BK,28 X 40,4,# 123,11 1/2 X 13,1 3/8
,,,,,
,,,,,
6 x 9 1/2  BK,12 X 13 3/8,1,# 94,11 1/2 X 12 7/8,1 1/8
6 x 9 1/2  BK,11 X 17 ,0,# 94,11 1/2 X 12 7/8,1 1/8
6 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 94,11 1/2 X 12 7/8,1 1/8
6 x 9 1/2  BK,19 X 25,1,# 94,11 1/2 X 12 7/8,1 1/8
6 x 9 1/2  BK,23 X 29,2,# 94,11 1/2 X 12 7/8,1 1/8
6 x 9 1/2  BK,23 X 35,4,# 94,11 1/2 X 12 7/8,1 1/8
6 x 9 1/2  BK,25 X 38,4,# 94,11 1/2 X 12 7/8,1 1/8
6 x 9 1/2  BK,28 X 40,4,# 94,11 1/2 X 12 7/8,1 1/8
,,,,,
,,,,,
6 x 9 1/2  BK,11 3/4 X 13 3/8,1,# 185 - UT,11 1/4 X 12 13/16,1 3/8
6 x 9 1/2  BK,11 X 17 ,0,# 185 - UT,11 1/4 X 12 13/16,1 3/8
6 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 185 - UT,11 1/4 X 12 13/16,1 3/8
6 x 9 1/2  BK,19 X 25,1,# 185 - UT,11 1/4 X 12 13/16,1 3/8
6 x 9 1/2  BK,23 X 29,2,# 185 - UT,11 1/4 X 12 13/16,1 3/8
6 x 9 1/2  BK,23 X 35,4,# 185 - UT,11 1/4 X 12 13/16,1 3/8
6 x 9 1/2  BK,25 X 38,4,# 185 - UT,11 1/4 X 12 13/16,1 3/8
6 x 9 1/2  BK,28 X 40,6,# 185 - UT,11 1/4 X 12 13/16,1 3/8
,,,,,
,,,,,
6 x 9 1/2  BK,12 X 13 3/8,1,"# 92, 210",11 1/2 X 12 7/8,1 9/16
6 x 9 1/2  BK,11 X 17 ,0,"# 92, 210",11 1/2 X 12 7/8,1 9/16
6 x 9 1/2  BK,17 1/2 X 22 1/2,1,"# 92, 210",11 1/2 X 12 7/8,1 9/16
6 x 9 1/2  BK,19 X 25,1,"# 92, 210",11 1/2 X 12 7/8,1 9/16
6 x 9 1/2  BK,23 X 29,4,"# 92, 210",11 1/2 X 12 7/8,1 9/16
6 x 9 1/2  BK,23 X 35,4,"# 92, 210",11 1/2 X 12 7/8,1 9/16
6 x 9 1/2  BK,25 X 38,4,"# 92, 210",11 1/2 X 12 7/8,1 9/16
6 x 9 1/2  BK,28 X 40,6,"# 92, 210",11 1/2 X 12 7/8,1 9/16
,,,,,
,,,,,
6 x 9 1/2  BK,11 3/4 X 13 5/8,1,# 93,11 1/4 X 13 1/8,1 3/4
6 x 9 1/2  BK,11 X 17 ,0,# 93,11 1/4 X 13 1/8,1 3/4
6 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 93,11 1/4 X 13 1/8,1 3/4
6 x 9 1/2  BK,19 X 25,1,# 93,11 1/4 X 13 1/8,1 3/4
6 x 9 1/2  BK,23 X 29,4,# 93,11 1/4 X 13 1/8,1 3/4
6 x 9 1/2  BK,23 X 35,4,# 93,11 1/4 X 13 1/8,1 3/4
6 x 9 1/2  BK,25 X 38,4,# 93,11 1/4 X 13 1/8,1 3/4
6 x 9 1/2  BK,28 X 40,4,# 93,11 1/4 X 13 1/8,1 3/4
,,,,,
,,,,,
6 x 9 1/2  BK,11 3/4 X 13 1/8,1,# 175 - UT,11 1/4 X 12 5/8,1 5/8
6 x 9 1/2  BK,11 X 17 ,0,# 175 - UT,11 1/4 X 12 5/8,1 5/8
6 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 175 - UT,11 1/4 X 12 5/8,1 5/8
6 x 9 1/2  BK,19 X 25,1,# 175 - UT,11 1/4 X 12 5/8,1 5/8
6 x 9 1/2  BK,23 X 29,4,# 175 - UT,11 1/4 X 12 5/8,1 5/8
6 x 9 1/2  BK,23 X 35,4,# 175 - UT,11 1/4 X 12 5/8,1 5/8
6 x 9 1/2  BK,25 X 38,4,# 175 - UT,11 1/4 X 12 5/8,1 5/8
6 x 9 1/2  BK,28 X 40,6,# 175 - UT,11 1/4 X 12 5/8,1 5/8
,,,,,
,,,,,
6 x 9 1/2  BK,11 3/4 X 13 5/8,1,# 180 - UT,11 1/4 X 13 1/8,1 5/8
6 x 9 1/2  BK,11 X 17 ,0,# 180 - UT,11 1/4 X 13 1/8,1 5/8
6 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 180 - UT,11 1/4 X 13 1/8,1 5/8
6 x 9 1/2  BK,19 X 25,1,# 180 - UT,11 1/4 X 13 1/8,1 5/8
6 x 9 1/2  BK,23 X 29,2,# 180 - UT,11 1/4 X 13 1/8,1 5/8
6 x 9 1/2  BK,23 X 35,4,# 180 - UT,11 1/4 X 13 1/8,1 5/8
6 x 9 1/2  BK,25 X 38,4,# 180 - UT,11 1/4 X 13 1/8,1 5/8
6 x 9 1/2  BK,28 X 40,4,# 180 - UT,11 1/4 X 13 1/8,1 5/8
,,,,,
,,,,,
6 x 9 1/2  BK,12 X 13 3/8,1,# 88,11 1/2 X 12 13/16,1 1/2
6 x 9 1/2  BK,11 X 17 ,0,# 88,11 1/2 X 12 13/16,1 1/2
6 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 88,11 1/2 X 12 13/16,1 1/2
6 x 9 1/2  BK,19 X 25,1,# 88,11 1/2 X 12 13/16,1 1/2
6 x 9 1/2  BK,23 X 29,2,# 88,11 1/2 X 12 13/16,1 1/2
6 x 9 1/2  BK,23 X 35,4,# 88,11 1/2 X 12 13/16,1 1/2
6 x 9 1/2  BK,25 X 38,4,# 88,11 1/2 X 12 13/16,1 1/2
6 x 9 1/2  BK,28 X 40,6,# 88,11 1/2 X 12 13/16,1 1/2
,,,,,
,,,,,
6 x 9 1/2  BK,12 1/4 X 13 5/8,1,# 87,11 3/4 X 13 1/8,1 1/2
6 x 9 1/2  BK,11 X 17 ,0,# 87,11 3/4 X 13 1/8,1 1/2
6 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 87,11 3/4 X 13 1/8,1 1/2
6 x 9 1/2  BK,19 X 25,1,# 87,11 3/4 X 13 1/8,1 1/2
6 x 9 1/2  BK,23 X 29,2,# 87,11 3/4 X 13 1/8,1 1/2
6 x 9 1/2  BK,23 X 35,4,# 87,11 3/4 X 13 1/8,1 1/2
6 x 9 1/2  BK,25 X 38,4,# 87,11 3/4 X 13 1/8,1 1/2
6 x 9 1/2  BK,28 X 40,4,# 87,11 3/4 X 13 1/8,1 1/2
,,,,,
,,,,,
6 x 9 5/8  BK,12 1/8 X 13 3/8,1,# 89,11 5/8 X 12 7/8,1 3/8
6 x 9 5/8  BK,11 X 17 ,0,# 89,11 5/8 X 12 7/8,1 3/8
6 x 9 5/8  BK,17 1/2 X 22 1/2,1,# 89,11 5/8 X 12 7/8,1 3/8
6 x 9 5/8  BK,19 X 25,1,# 89,11 5/8 X 12 7/8,1 3/8
6 x 9 5/8  BK,23 X 29,2,# 89,11 5/8 X 12 7/8,1 3/8
6 x 9 5/8  BK,23 X 35,4,# 89,11 5/8 X 12 7/8,1 3/8
6 x 9 5/8  BK,25 X 38,4,# 89,11 5/8 X 12 7/8,1 3/8
6 x 9 5/8  BK,28 X 40,6,# 89,11 5/8 X 12 7/8,1 3/8
,,,,,
,,,,,
6 x 10  BK,12 1/4 X 13 1/2,1,# 119,11 3/4 X 13,1 1/2
6 x 10  BK,11 X 17 ,0,# 119,11 3/4 X 13,1 1/2
6 x 10  BK,17 1/2 X 22 1/2,1,# 119,11 3/4 X 13,1 1/2
6 x 10  BK,19 X 25,1,# 119,11 3/4 X 13,1 1/2
6 x 10  BK,23 X 29,2,# 119,11 3/4 X 13,1 1/2
6 x 10  BK,23 X 35,4,# 119,11 3/4 X 13,1 1/2
6 x 10  BK,25 X 38,4,# 119,11 3/4 X 13,1 1/2
6 x 10  BK,28 X 40,6,# 119,11 3/4 X 13,1 1/2
,,,,,
,,,,,
6 x 10  BK,12 1/4 X 13 1/4,1,# 90,11 3/4 X 12 3/4,1 1/4
6 x 10  BK,11 X 17 ,0,# 90,11 3/4 X 12 3/4,1 1/4
6 x 10  BK,17 1/2 X 22 1/2,1,# 90,11 3/4 X 12 3/4,1 1/4
6 x 10  BK,19 X 25,1,# 90,11 3/4 X 12 3/4,1 1/4
6 x 10  BK,23 X 29,2,# 90,11 3/4 X 12 3/4,1 1/4
6 x 10  BK,23 X 35,4,# 90,11 3/4 X 12 3/4,1 1/4
6 x 10  BK,25 X 38,4,# 90,11 3/4 X 12 3/4,1 1/4
6 x 10  BK,28 X 40,6,# 90,11 3/4 X 12 3/4,1 1/4
,,,,,
,,,,,
6 x 11 1/2  BK,13 3/4 X 13 1/2,1,# 86,13 1/4 X 13,1 1/2
6 x 11 1/2  BK,11 X 17 ,0,# 86,13 1/4 X 13,1 1/2
6 x 11 1/2  BK,17 1/2 X 22 1/2,1,# 86,13 1/4 X 13,1 1/2
6 x 11 1/2  BK,19 X 25,1,# 86,13 1/4 X 13,1 1/2
6 x 11 1/2  BK,23 X 29,2,# 86,13 1/4 X 13,1 1/2
6 x 11 1/2  BK,23 X 35,2,# 86,13 1/4 X 13,1 1/2
6 x 11 1/2  BK,25 X 38,4,# 86,13 1/4 X 13,1 1/2
6 x 11 1/2  BK,28 X 40,6,# 86,13 1/4 X 13,1 1/2
,,,,,
,,,,,
6 1/16 x 7 15/16  BK,10 3/16 X 13 7/16,1,# 208,9 11/16 X 12 15/16,2 1/2
6 1/16 x 7 15/16  BK,11 X 17 ,1,# 208,9 11/16 X 12 15/16,2 1/2
6 1/16 x 7 15/16  BK,17 1/2 X 22 1/2,1,# 208,9 11/16 X 12 15/16,2 1/2
6 1/16 x 7 15/16  BK,19 X 25,1,# 208,9 11/16 X 12 15/16,2 1/2
6 1/16 x 7 15/16  BK,23 X 29,4,# 208,9 11/16 X 12 15/16,2 1/2
6 1/16 x 7 15/16  BK,23 X 35,4,# 208,9 11/16 X 12 15/16,2 1/2
6 1/16 x 7 15/16  BK,25 X 38,4,# 208,9 11/16 X 12 15/16,2 1/2
6 1/16 x 7 15/16  BK,28 X 40,6,# 208,9 11/16 X 12 15/16,2 1/2
,,,,,
,,,,,
6 1/8 x 8 1/8  BK,10 5/8 X 13 3/4,1,# 142,10 1/8 X 13 1/4,2 1/2
6 1/8 x 8 1/8  BK,11 X 17 ,1,# 142,10 1/8 X 13 1/4,2 1/2
6 1/8 x 8 1/8  BK,17 1/2 X 22 1/2,1,# 142,10 1/8 X 13 1/4,2 1/2
6 1/8 x 8 1/8  BK,19 X 25,1,# 142,10 1/8 X 13 1/4,2 1/2
6 1/8 x 8 1/8  BK,23 X 29,4,# 142,10 1/8 X 13 1/4,2 1/2
6 1/8 x 8 1/8  BK,23 X 35,4,# 142,10 1/8 X 13 1/4,2 1/2
6 1/8 x 8 1/8  BK,25 X 38,4,# 142,10 1/8 X 13 1/4,2 1/2
6 1/8 x 8 1/8  BK,28 X 40,4,# 142,10 1/8 X 13 1/4,2 1/2
,,,,,
,,,,,
6 1/8 x 8 1/8  BK,11 3/8 X 13 5/8,1,# 126 - N,10 7/8 X 13 1/8,1 3/8
6 1/8 x 8 1/8  BK,11 X 17 ,0,# 126 - N,10 7/8 X 13 1/8,1 3/8
6 1/8 x 8 1/8  BK,17 1/2 X 22 1/2,1,# 126 - N,10 7/8 X 13 1/8,1 3/8
6 1/8 x 8 1/8  BK,19 X 25,1,# 126 - N,10 7/8 X 13 1/8,1 3/8
6 1/8 x 8 1/8  BK,23 X 29,4,# 126 - N,10 7/8 X 13 1/8,1 3/8
6 1/8 x 8 1/8  BK,23 X 35,4,# 126 - N,10 7/8 X 13 1/8,1 3/8
6 1/8 x 8 1/8  BK,25 X 38,4,# 126 - N,10 7/8 X 13 1/8,1 3/8
6 1/8 x 8 1/8  BK,28 X 40,4,# 126 - N,10 7/8 X 13 1/8,1 3/8
,,,,,
,,,,,
6 1/8 x 9 1/4  BK,11 1/2 X 13 5/8,1,# 124 - N,11 X 13 1/8,1 3/8
6 1/8 x 9 1/4  BK,11 X 17 ,0,# 124 - N,11 X 13 1/8,1 3/8
6 1/8 x 9 1/4  BK,17 1/2 X 22 1/2,1,# 124 - N,11 X 13 1/8,1 3/8
6 1/8 x 9 1/4  BK,19 X 25,1,# 124 - N,11 X 13 1/8,1 3/8
6 1/8 x 9 1/4  BK,23 X 29,4,# 124 - N,11 X 13 1/8,1 3/8
6 1/8 x 9 1/4  BK,23 X 35,4,# 124 - N,11 X 13 1/8,1 3/8
6 1/8 x 9 1/4  BK,25 X 38,4,# 124 - N,11 X 13 1/8,1 3/8
6 1/8 x 9 1/4  BK,28 X 40,4,# 124 - N,11 X 13 1/8,1 3/8
,,,,,
,,,,,
6 1/8 x 9 1/2  BK,11 3/4 X 13 5/8,1,# 112 - N,11 1/4 X 13 1/8,1 3/8
6 1/8 x 9 1/2  BK,11 X 17 ,0,# 112 - N,11 1/4 X 13 1/8,1 3/8
6 1/8 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 112 - N,11 1/4 X 13 1/8,1 3/8
6 1/8 x 9 1/2  BK,19 X 25,1,# 112 - N,11 1/4 X 13 1/8,1 3/8
6 1/8 x 9 1/2  BK,23 X 29,4,# 112 - N,11 1/4 X 13 1/8,1 3/8
6 1/8 x 9 1/2  BK,23 X 35,4,# 112 - N,11 1/4 X 13 1/8,1 3/8
6 1/8 x 9 1/2  BK,25 X 38,4,# 112 - N,11 1/4 X 13 1/8,1 3/8
6 1/8 x 9 1/2  BK,28 X 40,4,# 112 - N,11 1/4 X 13 1/8,1 3/8
,,,,,
,,,,,
6 1/8 x 10 1/2  BK,13 X 14 1/8,1,# 152,12 1/2 X 13 5/8,1 3/4
6 1/8 x 10 1/2  BK,11 X 17 ,0,# 152,12 1/2 X 13 5/8,1 3/4
6 1/8 x 10 1/2  BK,17 1/2 X 22 1/2,1,# 152,12 1/2 X 13 5/8,1 3/4
6 1/8 x 10 1/2  BK,19 X 25,1,# 152,12 1/2 X 13 5/8,1 3/4
6 1/8 x 10 1/2  BK,23 X 29,2,# 152,12 1/2 X 13 5/8,1 3/4
6 1/8 x 10 1/2  BK,23 X 35,2,# 152,12 1/2 X 13 5/8,1 3/4
6 1/8 x 10 1/2  BK,25 X 38,2,# 152,12 1/2 X 13 5/8,1 3/4
6 1/8 x 10 1/2  BK,28 X 40,4,# 152,12 1/2 X 13 5/8,1 3/4
,,,,,
,,,,,
6 1/8 x 11  BK,13 3/8 X 13 5/8,1,# 115 - N,12 7/8 X 13 1/8,1 3/8
6 1/8 x 11  BK,11 X 17 ,0,# 115 - N,12 7/8 X 13 1/8,1 3/8
6 1/8 x 11  BK,17 1/2 X 22 1/2,1,# 115 - N,12 7/8 X 13 1/8,1 3/8
6 1/8 x 11  BK,19 X 25,1,# 115 - N,12 7/8 X 13 1/8,1 3/8
6 1/8 x 11  BK,23 X 29,2,# 115 - N,12 7/8 X 13 1/8,1 3/8
6 1/8 x 11  BK,23 X 35,2,# 115 - N,12 7/8 X 13 1/8,1 3/8
6 1/8 x 11  BK,25 X 38,2,# 115 - N,12 7/8 X 13 1/8,1 3/8
6 1/8 x 11  BK,28 X 40,4,# 115 - N,12 7/8 X 13 1/8,1 3/8
