Table 1
die_size,sheet_size,number_out,die_number,flat_size,seal_flap_size
3 3/4 x 7 1/2  BK,25 X 38,8,# 12,9 1/4 X 8 5/8,1 3/8
3 3/4 x 7 1/2  BK,28 x 40,8,# 12,9 1/4 X 8 5/8,1 3/8
,,,,,
,,,,,
3 3/4 x 7 3/4  BK,8 5/8 X 9 5/8,1,# 223,9 1/4 X 8 1/4,1 1/2
3 3/4 x 7 3/4  BK,11 X 17,1,# 223,9 1/4 X 8 1/4,1 1/2
3 3/4 x 7 3/4  BK,17 1/2 x 22 1/2,2,# 223,9 1/4 X 8 1/4,1 1/2
3 3/4 x 7 3/4  BK,19 X 25 ,4,# 223,9 1/4 X 8 1/4,1 1/2
3 3/4 x 7 3/4  BK,23 X 29,6,# 223,9 1/4 X 8 1/4,1 1/2
3 3/4 x 7 3/4  BK,23 X 35,8,# 223,9 1/4 X 8 1/4,1 1/2
3 3/4 x 7 3/4  BK,25 X 38,8,# 223,9 1/4 X 8 1/4,1 1/2
3 3/4 x 7 3/4  BK,28 x 40,8,# 223,9 1/4 X 8 1/4,1 1/2
,,,,,
,,,,,
3 7/8 x 6 1/8  BK,8 1/2 X 9 1/8,1,# 201,7 7/8 X 8 5/8,1 3/8
3 7/8 x 6 1/8  BK,11 X 17,1,# 201,7 7/8 X 8 5/8,1 3/8
3 7/8 x 6 1/8  BK,17 1/2 x 22 1/2,4,# 201,7 7/8 X 8 5/8,1 3/8
3 7/8 x 6 1/8  BK,19 X 25 ,4,# 201,7 7/8 X 8 5/8,1 3/8
3 7/8 x 6 1/8  BK,23 X 29,6,# 201,7 7/8 X 8 5/8,1 3/8
3 7/8 x 6 1/8  BK,23 X 35,9,# 201,7 7/8 X 8 5/8,1 3/8
3 7/8 x 6 1/8  BK,25 X 38,12,# 201,7 7/8 X 8 5/8,1 3/8
3 7/8 x 6 1/8  BK,28 x 40,12,# 201,7 7/8 X 8 5/8,1 3/8
,,,,,
,,,,,
3 7/8 x 6 3/4  BK,10 5/8 x 10 7/8,1,# 57,9 7/8 X 9 15/16,2 1/8
3 7/8 x 6 3/4  BK,11 x 17,1,# 57,9 7/8 X 9 15/16,2 1/8
3 7/8 x 6 3/4  BK,17 1/2 X 22 1/2,2,# 57,9 7/8 X 9 15/16,2 1/8
3 7/8 x 6 3/4  BK,19 X 25,4,# 57,9 7/8 X 9 15/16,2 1/8
3 7/8 x 6 3/4  BK,23 X 29,4,# 57,9 7/8 X 9 15/16,2 1/8
3 7/8 x 6 3/4  BK,23 X 35,8,# 57,9 7/8 X 9 15/16,2 1/8
3 7/8 x 6 3/4  BK,25 X 38,8,# 57,9 7/8 X 9 15/16,2 1/8
3 7/8 x 6 3/4  BK,28 x 40,8,# 57,9 7/8 X 9 15/16,2 1/8
,,,,,
,,,,,
#7 3/4  REMITT - 3 7/8 x 7 1/2,9 5/8 x 11 9/16,1,# 195,9 1/4 X 11 3/16,3 3/4
#7 3/4  REMITT - 3 7/8 x 7 1/2,11 x 17,1,# 195,9 1/4 X 11 3/16,3 3/4
#7 3/4  REMITT - 3 7/8 x 7 1/2,17 1/2 X 22 1/2,2,# 195,9 1/4 X 11 3/16,3 3/4
#7 3/4  REMITT - 3 7/8 x 7 1/2,19 X 25,4,# 195,9 1/4 X 11 3/16,3 3/4
#7 3/4  REMITT - 3 7/8 x 7 1/2,23 X 29,4,# 195,9 1/4 X 11 3/16,3 3/4
#7 3/4  REMITT - 3 7/8 x 7 1/2,23 X 35,6,# 195,9 1/4 X 11 3/16,3 3/4
#7 3/4  REMITT - 3 7/8 x 7 1/2,25 X 38,6,# 195,9 1/4 X 11 3/16,3 3/4
#7 3/4  REMITT - 3 7/8 x 7 1/2,28 x 40,6,# 195,9 1/4 X 11 3/16,3 3/4
,,,,,
,,,,,
#7 3/4  BK - 3 7/8 x 7 1/2,9 1/8 x 9 3/8,1,# 196,9 X 8 3/4,1 1/4
#7 3/4  BK - 3 7/8 x 7 1/2,11 x 17,1,# 196,9 X 8 3/4,1 1/4
#7 3/4  BK - 3 7/8 x 7 1/2,17 1/2 X 22 1/2,4,# 196,9 X 8 3/4,1 1/4
#7 3/4  BK - 3 7/8 x 7 1/2,19 X 25,4,# 196,9 X 8 3/4,1 1/4
#7 3/4  BK - 3 7/8 x 7 1/2,23 X 29,6,# 196,9 X 8 3/4,1 1/4
#7 3/4  BK - 3 7/8 x 7 1/2,23 X 35,6,# 196,9 X 8 3/4,1 1/4
#7 3/4  BK - 3 7/8 x 7 1/2,25 X 38,6,# 196,9 X 8 3/4,1 1/4
#7 3/4  BK - 3 7/8 x 7 1/2,28 x 40,12,# 196,9 X 8 3/4,1 1/4
,,,,,
,,,,,
#7 3/4  BK -  3 7/8 x 7 1/2,9 1/8 x 10,1,#197 & 198, 9 5/8 X 8 11/16,1 1/4
#7 3/4  BK -  3 7/8 x 7 1/2,11 x 17,1,#197 & 198, 9 5/8 X 8 11/16,1 1/4
#7 3/4  BK -  3 7/8 x 7 1/2,17 1/2 X 22 1/2,2,#197 & 198, 9 5/8 X 8 11/16,1 1/4
#7 3/4  BK -  3 7/8 x 7 1/2,19 X 25,4,#197 & 198, 9 5/8 X 8 11/16,1 1/4
#7 3/4  BK -  3 7/8 x 7 1/2,23 X 29,6,#197 & 198, 9 5/8 X 8 11/16,1 1/4
#7 3/4  BK -  3 7/8 x 7 1/2,23 X 35,6,#197 & 198, 9 5/8 X 8 11/16,1 1/4
#7 3/4  BK -  3 7/8 x 7 1/2,25 X 38,8,#197 & 198, 9 5/8 X 8 11/16,1 1/4
#7 3/4  BK -  3 7/8 x 7 1/2,28 x 40,8,#197 & 198, 9 5/8 X 8 11/16,1 1/4
,,,,,
,,,,,
#7 3/4  BK-  3 7/8 x 7 1/2,9 1/8 x 9 7/8,1,# 53,9 1/4 X 8 1/2,1 1/4
#7 3/4  BK-  3 7/8 x 7 1/2,11 x 17,1,# 53,9 1/4 X 8 1/2,1 1/4
#7 3/4  BK-  3 7/8 x 7 1/2,17 1/2 X 22 1/2,3,# 53,9 1/4 X 8 1/2,1 1/4
#7 3/4  BK-  3 7/8 x 7 1/2,19 X 25,4,# 53,9 1/4 X 8 1/2,1 1/4
#7 3/4  BK-  3 7/8 x 7 1/2,23 X 29,6,# 53,9 1/4 X 8 1/2,1 1/4
#7 3/4  BK-  3 7/8 x 7 1/2,23 X 35,8,# 53,9 1/4 X 8 1/2,1 1/4
#7 3/4  BK-  3 7/8 x 7 1/2,25 X 38,8,# 53,9 1/4 X 8 1/2,1 1/4
#7 3/4  BK-  3 7/8 x 7 1/2,28 x 40,8,# 53,9 1/4 X 8 1/2,1 1/4
,,,,,
,,,,,
3 7/8 x 8  BK,10 1/4 x 9 1/2,1,#103,9 3/4 X 9 ,1 1/2
3 7/8 x 8  BK,11 x 17,1,#103,9 3/4 X 9 ,1 1/2
3 7/8 x 8  BK,17 1/2 X 22 1/2,2,#103,9 3/4 X 9 ,1 1/2
3 7/8 x 8  BK,19 X 25,3,#103,9 3/4 X 9 ,1 1/2
3 7/8 x 8  BK,23 X 29,6,#103,9 3/4 X 9 ,1 1/2
3 7/8 x 8  BK,23 X 35,6,#103,9 3/4 X 9 ,1 1/2
3 7/8 x 8  BK,25 X 38,8,#103,9 3/4 X 9 ,1 1/2
3 7/8 x 8  BK,28 x 40,8,#103,9 3/4 X 9 ,1 1/2
,,,,,
,,,,,
3 7/8 x 8 1/8  BK,10 1/2 x 9 1/2,1,#218,10 X 8 15/16 ,1 1/2
3 7/8 x 8 1/8  BK,11 x 17,1,#218,10 X 8 15/16 ,1 1/2
3 7/8 x 8 1/8  BK,17 1/2 X 22 1/2,2,#218,10 X 8 15/16 ,1 1/2
3 7/8 x 8 1/8  BK,19 X 25,3,#218,10 X 8 15/16 ,1 1/2
3 7/8 x 8 1/8  BK,23 X 29,6,#218,10 X 8 15/16 ,1 1/2
3 7/8 x 8 1/8  BK,23 X 35,6,#218,10 X 8 15/16 ,1 1/2
3 7/8 x 8 1/8  BK,25 X 38,8,#218,10 X 8 15/16 ,1 1/2
3 7/8 x 8 1/8  BK,28 x 40,8,#218,10 X 8 15/16 ,1 1/2
,,,,,
,,,,,
#9 PIC - 3 7/8 x 8 7/8,11 1/8 X 9 1/4,1,# 13,10 5/8 X 8 3/4,1 3/8
#9 PIC - 3 7/8 x 8 7/8,11 X 17,1,# 13,10 5/8 X 8 3/4,1 3/8
#9 PIC - 3 7/8 x 8 7/8,17 1/2 x 22 1/2,2,# 13,10 5/8 X 8 3/4,1 3/8
#9 PIC - 3 7/8 x 8 7/8,19 X 25,2,# 13,10 5/8 X 8 3/4,1 3/8
#9 PIC - 3 7/8 x 8 7/8,23 X 29,6,# 13,10 5/8 X 8 3/4,1 3/8
#9 PIC - 3 7/8 x 8 7/8,23 X 35,6,# 13,10 5/8 X 8 3/4,1 3/8
#9 PIC - 3 7/8 x 8 7/8,25 X 38,8,# 13,10 5/8 X 8 3/4,1 3/8
#9 PIC - 3 7/8 x 8 7/8,28 x 40,8,# 13,10 5/8 X 8 3/4,1 3/8
,,,,,
,,,,,
#9 PIC - 3 7/8 x 8 7/8,11 5/8 X 9,1,# 119,11 1/8 X 8 9/16,1 3/8
#9 PIC - 3 7/8 x 8 7/8,11 X 17,0,# 119,11 1/8 X 8 9/16,1 3/8
#9 PIC - 3 7/8 x 8 7/8,17 1/2 x 22 1/2,2,# 119,11 1/8 X 8 9/16,1 3/8
#9 PIC - 3 7/8 x 8 7/8,19 X 25,2,# 119,11 1/8 X 8 9/16,1 3/8
#9 PIC - 3 7/8 x 8 7/8,23 X 29,6,# 119,11 1/8 X 8 9/16,1 3/8
#9 PIC - 3 7/8 x 8 7/8,23 X 35,6,# 119,11 1/8 X 8 9/16,1 3/8
#9 PIC - 3 7/8 x 8 7/8,25 X 38,8,# 119,11 1/8 X 8 9/16,1 3/8
#9 PIC - 3 7/8 x 8 7/8,28 x 40,8,# 119,11 1/8 X 8 9/16,1 3/8
,,,,,
,,,,,
#9 REMITT - 3 7/8 X 8 7/8,11 1/8 X 11 1/2,1,# 114 & # 209,10 5/8 X 11,3 5/8
#9 REMITT - 3 7/8 X 8 7/8,11 x 17 ,1,# 114 & # 209,10 5/8 X 11,3 5/8
#9 REMITT - 3 7/8 X 8 7/8,17 1/2 x 22 1/2,2,# 114 & # 209,10 5/8 X 11,3 5/8
#9 REMITT - 3 7/8 X 8 7/8,19 x 25,2,# 114 & # 209,10 5/8 X 11,3 5/8
#9 REMITT - 3 7/8 X 8 7/8,23 x 29,4,# 114 & # 209,10 5/8 X 11,3 5/8
#9 REMITT - 3 7/8 X 8 7/8,23 x 35,6,# 114 & # 209,10 5/8 X 11,3 5/8
#9 REMITT - 3 7/8 X 8 7/8,25 x 38,6,# 114 & # 209,10 5/8 X 11,3 5/8
#9 REMITT - 3 7/8 X 8 7/8,28 x 40,6,# 114 & # 209,10 5/8 X 11,3 5/8
,,,,,
,,,,,
#9 REMITT - 3 7/8 X 8 7/8,11 X 11-11/16,1, # 137,10 1/2 X 11 3/16,3 3/4
#9 REMITT - 3 7/8 X 8 7/8,11 x 17 ,1, # 137,10 1/2 X 11 3/16,3 3/4
#9 REMITT - 3 7/8 X 8 7/8,17 1/2 x 22 1/2,1, # 137,10 1/2 X 11 3/16,3 3/4
#9 REMITT - 3 7/8 X 8 7/8,19 x 25,2, # 137,10 1/2 X 11 3/16,3 3/4
#9 REMITT - 3 7/8 X 8 7/8,23 x 29,4, # 137,10 1/2 X 11 3/16,3 3/4
#9 REMITT - 3 7/8 X 8 7/8,23 x 35,6, # 137,10 1/2 X 11 3/16,3 3/4
#9 REMITT - 3 7/8 X 8 7/8,25 x 38,6, # 137,10 1/2 X 11 3/16,3 3/4
#9 REMITT - 3 7/8 X 8 7/8,28 x 40,6, # 137,10 1/2 X 11 3/16,3 3/4
,,,,,
,,,,,
#9 Bangtail - 3 7/8 x 8 7/8,11 1/8 x 13 3/8,1,# 136,10 5/8 X 12 7/8,1 9/16
#9 Bangtail - 3 7/8 x 8 7/8,11 x 17 ,1,# 136,10 5/8 X 12 7/8,1 9/16
#9 Bangtail - 3 7/8 x 8 7/8,17 1/2 x 22 1/2,1,# 136,10 5/8 X 12 7/8,1 9/16
#9 Bangtail - 3 7/8 x 8 7/8,19 x 25,1,# 136,10 5/8 X 12 7/8,1 9/16
#9 Bangtail - 3 7/8 x 8 7/8,23 x 29,4,# 136,10 5/8 X 12 7/8,1 9/16
#9 Bangtail - 3 7/8 x 8 7/8,23 x 35,4,# 136,10 5/8 X 12 7/8,1 9/16
#9 Bangtail - 3 7/8 x 8 7/8,25 x 38,4,# 136,10 5/8 X 12 7/8,1 9/16
#9 Bangtail - 3 7/8 x 8 7/8,28 x 40,6,# 136,10 5/8 X 12 7/8,1 9/16
,,,,,
,,,,,
#9 Bangtail & Rem - 3 7/8 x 8 7/8,11 3/8 x 15 1/4,1,# 146-2,10 7/8 X 14 3/4,3 1/2
#9 Bangtail & Rem - 3 7/8 x 8 7/8,11 x 17 ,0,# 146-2,10 7/8 X 14 3/4,3 1/2
#9 Bangtail & Rem - 3 7/8 x 8 7/8,17 1/2 x 22 1/2,1,# 146-2,10 7/8 X 14 3/4,3 1/2
#9 Bangtail & Rem - 3 7/8 x 8 7/8,19 x 25,1,# 146-2,10 7/8 X 14 3/4,3 1/2
#9 Bangtail & Rem - 3 7/8 x 8 7/8,23 x 29,2,# 146-2,10 7/8 X 14 3/4,3 1/2
#9 Bangtail & Rem - 3 7/8 x 8 7/8,23 x 35,4,# 146-2,10 7/8 X 14 3/4,3 1/2
#9 Bangtail & Rem - 3 7/8 x 8 7/8,25 x 38,4,# 146-2,10 7/8 X 14 3/4,3 1/2
#9 Bangtail & Rem - 3 7/8 x 8 7/8,28 x 40,4,# 146-2,10 7/8 X 14 3/4,3 1/2
,,,,,
,,,,,
#9 1/2  BK - 3 7/8 x 9 1/8,11 1/8 X 9 ,1,# 128-N,10 5/8 X 8 7/16,1 1/4
#9 1/2  BK - 3 7/8 x 9 1/8,11 x 17 ,0,# 128-N,10 5/8 X 8 7/16,1 1/4
#9 1/2  BK - 3 7/8 x 9 1/8,17 1/2 x 22 1/2,2,# 128-N,10 5/8 X 8 7/16,1 1/4
#9 1/2  BK - 3 7/8 x 9 1/8,19 x 25,2,# 128-N,10 5/8 X 8 7/16,1 1/4
#9 1/2  BK - 3 7/8 x 9 1/8,23 x 29,6,# 128-N,10 5/8 X 8 7/16,1 1/4
#9 1/2  BK - 3 7/8 x 9 1/8,23 x 35,6,# 128-N,10 5/8 X 8 7/16,1 1/4
#9 1/2  BK - 3 7/8 x 9 1/8,25 x 38,8,# 128-N,10 5/8 X 8 7/16,1 1/4
#9 1/2  BK - 3 7/8 x 9 1/8,28 x 40,8,# 128-N,10 5/8 X 8 7/16,1 1/4
,,,,,
,,,,,
3 7/8 x 9 1/2  BK,12  X 9 1/8,1,# 59,11 1/2 X 8 5/8,1 3/8
3 7/8 x 9 1/2  BK,11 x 17 ,0,# 59,11 1/2 X 8 5/8,1 3/8
3 7/8 x 9 1/2  BK,17 1/2 x 22 1/2,2,# 59,11 1/2 X 8 5/8,1 3/8
3 7/8 x 9 1/2  BK,19 x 25,2,# 59,11 1/2 X 8 5/8,1 3/8
3 7/8 x 9 1/2  BK,23 x 29,6,# 59,11 1/2 X 8 5/8,1 3/8
3 7/8 x 9 1/2  BK,23 x 35,6,# 59,11 1/2 X 8 5/8,1 3/8
3 7/8 x 9 1/2  BK,25 x 38,8,# 59,11 1/2 X 8 5/8,1 3/8
3 7/8 x 9 1/2  BK,28 x 40,8,# 59,11 1/2 X 8 5/8,1 3/8
,,,,,
,,,,,
4 x 6  BK,8 3/8 x 10 1/16,1, # 109,7 7/8 X 9 9/16,1 3/4
4 x 6  BK,11 x 17 ,1, # 109,7 7/8 X 9 9/16,1 3/4
4 x 6  BK,17 1/2 x 22 1/2,4, # 109,7 7/8 X 9 9/16,1 3/4
4 x 6  BK,19 X 25,4, # 109,7 7/8 X 9 9/16,1 3/4
4 x 6  BK,23 X 29,4, # 109,7 7/8 X 9 9/16,1 3/4
4 x 6  BK,23 x 35,6, # 109,7 7/8 X 9 9/16,1 3/4
4 x 6  BK,25 X 38,9, # 109,7 7/8 X 9 9/16,1 3/4
4 x 6  BK,28 x 40,9, # 109,7 7/8 X 9 9/16,1 3/4
,,,,,
,,,,,
4 x 6  BK,8 1/4 x 9 5/8 ,1,# 89,7 3/4 X 9 1/8,1 3/8
4 x 6  BK,11 x 17 ,1,# 89,7 3/4 X 9 1/8,1 3/8
4 x 6  BK,17 1/2 x 22 1/2,4,# 89,7 3/4 X 9 1/8,1 3/8
4 x 6  BK,19 X 25,4,# 89,7 3/4 X 9 1/8,1 3/8
4 x 6  BK,23 X 29,6,# 89,7 3/4 X 9 1/8,1 3/8
4 x 6  BK,23 x 35,6,# 89,7 3/4 X 9 1/8,1 3/8
4 x 6  BK,25 X 38,12,# 89,7 3/4 X 9 1/8,1 3/8
4 x 6  BK,28 x 40,12,# 89,7 3/4 X 9 1/8,1 3/8
,,,,,
,,,,,
4 x 7  BK,9 1/4 X 9 5/8,1,# 108 & #14,8 3/4 X 9 1/8,1 3/8
4 x 7  BK,11 x 17 ,1,# 108 & #14,8 3/4 X 9 1/8,1 3/8
4 x 7  BK,17 1/2 X 22 1/2,4,# 108 & #14,8 3/4 X 9 1/8,1 3/8
4 x 7  BK,19 X 25,4,# 108 & #14,8 3/4 X 9 1/8,1 3/8
4 x 7  BK,23 X 29,6,# 108 & #14,8 3/4 X 9 1/8,1 3/8
4 x 7  BK,23 X 35,6,# 108 & #14,8 3/4 X 9 1/8,1 3/8
4 x 7  BK,25 X 38,8,# 108 & #14,8 3/4 X 9 1/8,1 3/8
4 x 7  BK,28 x 40,12,# 108 & #14,8 3/4 X 9 1/8,1 3/8
,,,,,
,,,,,
4 x 7 3/4  BK,10 1/4 X 9 1/4,1,# 116-N,9 3/4 x 8 11/16 ,1 3/16
4 x 7 3/4  BK,11 x 17 ,1,# 116-N,9 3/4 x 8 11/16 ,1 3/16
4 x 7 3/4  BK,17 1/2 X 22 1/2,2,# 116-N,9 3/4 x 8 11/16 ,1 3/16
4 x 7 3/4  BK,19 X 25,2,# 116-N,9 3/4 x 8 11/16 ,1 3/16
4 x 7 3/4  BK,23 X 29,6,# 116-N,9 3/4 x 8 11/16 ,1 3/16
4 x 7 3/4  BK,23 X 35,6,# 116-N,9 3/4 x 8 11/16 ,1 3/16
4 x 7 3/4  BK,25 X 38,8,# 116-N,9 3/4 x 8 11/16 ,1 3/16
4 x 7 3/4  BK,28 x 40,8,# 116-N,9 3/4 x 8 11/16 ,1 3/16
,,,,,
,,,,,
4 x 7 3/4  BK,9 1/4 X 10,1, # 105,8 3/4 X 9 1/2,1
4 x 7 3/4  BK,11 x 17 ,1, # 105,8 3/4 X 9 1/2,1
4 x 7 3/4  BK,17 1/2 X 22 1/2,2, # 105,8 3/4 X 9 1/2,1
4 x 7 3/4  BK,19 X 25,4, # 105,8 3/4 X 9 1/2,1
4 x 7 3/4  BK,23 X 29,6, # 105,8 3/4 X 9 1/2,1
4 x 7 3/4  BK,23 X 35,6, # 105,8 3/4 X 9 1/2,1
4 x 7 3/4  BK,25 X 38,6, # 105,8 3/4 X 9 1/2,1
4 x 7 3/4  BK,28 x 40,12, # 105,8 3/4 X 9 1/2,1
,,,,,
,,,,,
4 x 8  BK,10 3/8 X 9 5/8,1,# 102,9 7/8 X 9 1/8,1 3/8
4 x 8  BK,11 x 17 ,1,# 102,9 7/8 X 9 1/8,1 3/8
4 x 8  BK,17 1/2 X 22 1/2,2,# 102,9 7/8 X 9 1/8,1 3/8
4 x 8  BK,19 X 25,2,# 102,9 7/8 X 9 1/8,1 3/8
4 x 8  BK,23 X 29,6,# 102,9 7/8 X 9 1/8,1 3/8
4 x 8  BK,23 X 35,6,# 102,9 7/8 X 9 1/8,1 3/8
4 x 8  BK,25 X 38,8,# 102,9 7/8 X 9 1/8,1 3/8
4 x 8  BK,28 x 40,8,# 102,9 7/8 X 9 1/8,1 3/8
,,,,,
,,,,,
4 x 8  BK,10 3/8 X 9 3/4,1,# 76,9 7/8 X 9 3/16,1 7/16
4 x 8  BK,11 x 17 ,1,# 76,9 7/8 X 9 3/16,1 7/16
4 x 8  BK,17 1/2 X 22 1/2,2,# 76,9 7/8 X 9 3/16,1 7/16
4 x 8  BK,19 X 25,2,# 76,9 7/8 X 9 3/16,1 7/16
4 x 8  BK,23 X 29,6,# 76,9 7/8 X 9 3/16,1 7/16
4 x 8  BK,23 X 35,6,# 76,9 7/8 X 9 3/16,1 7/16
4 x 8  BK,25 X 38,8,# 76,9 7/8 X 9 3/16,1 7/16
4 x 8  BK,28 x 40,8,# 76,9 7/8 X 9 3/16,1 7/16
,,,,,
,,,,,
4 x 8 1/8  BK,10 5/8 X 9 3/8,1,# 54,10 1/8 X 8 7/8,1
4 x 8 1/8  BK,11 x 17 ,1,# 54,10 1/8 X 8 7/8,1
4 x 8 1/8  BK,17 1/2 X 22 1/2,2,# 54,10 1/8 X 8 7/8,1
4 x 8 1/8  BK,19 X 25,2,# 54,10 1/8 X 8 7/8,1
4 x 8 1/8  BK,23 X 29,6,# 54,10 1/8 X 8 7/8,1
4 x 8 1/8  BK,23 X 35,6,# 54,10 1/8 X 8 7/8,1
4 x 8 1/8  BK,25 X 38,8,# 54,10 1/8 X 8 7/8,1
4 x 8 1/8  BK,28 x 40,8,# 54,10 1/8 X 8 7/8,1
,,,,,
,,,,,
4 x 8 1/4  BK,10 3/4 X 9 7/16,1, # 129,10 1/4 X 8 13/16,1 3/8
4 x 8 1/4  BK,11 x 17 ,1, # 129,10 1/4 X 8 13/16,1 3/8
4 x 8 1/4  BK,17 1/2 X 22 1/2,2, # 129,10 1/4 X 8 13/16,1 3/8
4 x 8 1/4  BK,19 X 25,2, # 129,10 1/4 X 8 13/16,1 3/8
4 x 8 1/4  BK,23 X 29,6, # 129,10 1/4 X 8 13/16,1 3/8
4 x 8 1/4  BK,23 X 35,6, # 129,10 1/4 X 8 13/16,1 3/8
4 x 8 1/4  BK,25 X 38,8, # 129,10 1/4 X 8 13/16,1 3/8
4 x 8 1/4  BK,28 x 40,8, # 129,10 1/4 X 8 13/16,1 3/8
,,,,,
,,,,,
4 x 8 1/2  BK,11 1/4 X 9 1/4,1,# 208,10 3/4 X 8 3/4,1 1/4
4 x 8 1/2  BK,11 x 17 ,0,# 208,10 3/4 X 8 3/4,1 1/4
4 x 8 1/2  BK,17 1/2 X 22 1/2,2,# 208,10 3/4 X 8 3/4,1 1/4
4 x 8 1/2  BK,19 X 25,2,# 208,10 3/4 X 8 3/4,1 1/4
4 x 8 1/2  BK,23 X 29,6,# 208,10 3/4 X 8 3/4,1 1/4
4 x 8 1/2  BK,23 X 35,6,# 208,10 3/4 X 8 3/4,1 1/4
4 x 8 1/2  BK,25 X 38,8,# 208,10 3/4 X 8 3/4,1 1/4
4 x 8 1/2  BK,28 x 40,8,# 208,10 3/4 X 8 3/4,1 1/4
,,,,,
,,,,,
4 x 9  BK,11 X 10 9/16,1,# 115,10 1/2 X 9 15/16,1 1/2
4 x 9  BK,11 x 17 ,1,# 115,10 1/2 X 9 15/16,1 1/2
4 x 9  BK,17 1/2 X 22 1/2,2,# 115,10 1/2 X 9 15/16,1 1/2
4 x 9  BK,19 X 25,2,# 115,10 1/2 X 9 15/16,1 1/2
4 x 9  BK,23 X 29,4,# 115,10 1/2 X 9 15/16,1 1/2
4 x 9  BK,23 X 35,6,# 115,10 1/2 X 9 15/16,1 1/2
4 x 9  BK,25 X 38,6,# 115,10 1/2 X 9 15/16,1 1/2
4 x 9  BK,28 x 40,6,# 115,10 1/2 X 9 15/16,1 1/2
,,,,,
,,,,,
4 x 9 1/2 - Remit,11 13/16 X 12 9/16,1, # 206,11 5/16 X 11 15/16,3 15/16
4 x 9 1/2 - Remit,11 x 17 ,0, # 206,11 5/16 X 11 15/16,3 15/16
4 x 9 1/2 - Remit,17 1/2 x 22 1/2,1, # 206,11 5/16 X 11 15/16,3 15/16
4 x 9 1/2 - Remit,19 x 25,2, # 206,11 5/16 X 11 15/16,3 15/16
4 x 9 1/2 - Remit,23 x 29,4, # 206,11 5/16 X 11 15/16,3 15/16
4 x 9 1/2 - Remit,23 x 35,4, # 206,11 5/16 X 11 15/16,3 15/16
4 x 9 1/2 - Remit,25 x 38,6, # 206,11 5/16 X 11 15/16,3 15/16
4 x 9 1/2 - Remit,28 x 40,6, # 206,11 5/16 X 11 15/16,3 15/16
,,,,,
,,,,,
4 x 10  BK,12 1/4 X 9 1/2,1,# 66,11 3/4 X 9,1 1/4
4 x 10  BK,11 x 17 ,0,# 66,11 3/4 X 9,1 1/4
4 x 10  BK,17 1/2 X 22 1/2,2,# 66,11 3/4 X 9,1 1/4
4 x 10  BK,19 X 25,2,# 66,11 3/4 X 9,1 1/4
4 x 10  BK,23 X 29,4,# 66,11 3/4 X 9,1 1/4
4 x 10  BK,23 X 35,4,# 66,11 3/4 X 9,1 1/4
4 x 10  BK,25 X 38,8,# 66,11 3/4 X 9,1 1/4
4 x 10  BK,28 x 40,8,# 66,11 3/4 X 9,1 1/4
,,,,,
,,,,,
4 1/16 x 9 1/4  BK,11 1/2 X 9 9/16,1,# 101,11 X 9 1/16,1 1/4
4 1/16 x 9 1/4  BK,11 x 17 ,0,# 101,11 X 9 1/16,1 1/4
4 1/16 x 9 1/4  BK,17 1/2 X 22 1/2,2,# 101,11 X 9 1/16,1 1/4
4 1/16 x 9 1/4  BK,19 X 25,2,# 101,11 X 9 1/16,1 1/4
4 1/16 x 9 1/4  BK,23 X 29,6,# 101,11 X 9 1/16,1 1/4
4 1/16 x 9 1/4  BK,23 X 35,6,# 101,11 X 9 1/16,1 1/4
4 1/16 x 9 1/4  BK,25 X 38,8,# 101,11 X 9 1/16,1 1/4
4 1/16 x 9 1/4  BK,28 x 40,8,# 101,11 X 9 1/16,1 1/4
,,,,,
,,,,,
4 1/8 x 5 3/8  BK,8 1/8 x 9 11/16,1,# 235,7 5/8 x 9 3/16,1 7/8
4 1/8 x 5 3/8  BK,11 X 17 ,1,# 235,7 5/8 x 9 3/16,1 7/8
4 1/8 x 5 3/8  BK,17 1/2 x 22 1/2,4,# 235,7 5/8 x 9 3/16,1 7/8
4 1/8 x 5 3/8  BK,19 X 25,4,# 235,7 5/8 x 9 3/16,1 7/8
4 1/8 x 5 3/8  BK,23 X 29,4,# 235,7 5/8 x 9 3/16,1 7/8
4 1/8 x 5 3/8  BK,23 X 35,6,# 235,7 5/8 x 9 3/16,1 7/8
4 1/8 x 5 3/8  BK,25 X 38,12,# 235,7 5/8 x 9 3/16,1 7/8
4 1/8 x 5 3/8  BK,28 x 40,12,# 235,7 5/8 x 9 3/16,1 7/8
,,,,,
,,,,,
4 1/8 x 6 1/4 - REMIT,8 1/2 x 12 1/8,1,#101-N, 8 x 11 5/8,3 5/8
4 1/8 x 6 1/4 - REMIT,11 X 17 ,1,#101-N, 8 x 11 5/8,3 5/8
4 1/8 x 6 1/4 - REMIT,17 1/2 x 22 1/2,2,#101-N, 8 x 11 5/8,3 5/8
4 1/8 x 6 1/4 - REMIT,19 X 25,4,#101-N, 8 x 11 5/8,3 5/8
4 1/8 x 6 1/4 - REMIT,23 X 29,4,#101-N, 8 x 11 5/8,3 5/8
4 1/8 x 6 1/4 - REMIT,23 X 35,4,#101-N, 8 x 11 5/8,3 5/8
4 1/8 x 6 1/4 - REMIT,25 X 38,9,#101-N, 8 x 11 5/8,3 5/8
4 1/8 x 6 1/4 - REMIT,28 x 40,9,#101-N, 8 x 11 5/8,3 5/8
,,,,,
,,,,,
