die_size,sheet_size,number_out,die_number,flat_size,seal_flap_size
9 x 12  BK,14 1/16 X 20,1,# 155,13 3/4 X 19 1/2,2
9 x 12  BK,11 X 17 ,0,# 155,13 3/4 X 19 1/2,2
9 x 12  BK,17 1/2 X 22 1/2,1,# 155,13 3/4 X 19 1/2,2
9 x 12  BK,19 X 25,1,# 155,13 3/4 X 19 1/2,2
9 x 12  BK,23 X 29,1,# 155,13 3/4 X 19 1/2,2
9 x 12  BK,23 X 35,1,# 155,13 3/4 X 19 1/2,2
9 x 12  BK,25 X 38,1,# 155,13 3/4 X 19 1/2,2
9 x 12  BK,28 X 40,4,# 155,13 3/4 X 19 1/2,2
,,,,,
,,,,,
9 x 12  BK,14 7/8 X 19 7/8,1,# 98,14 X 19,1 1/2
9 x 12  BK,11 X 17 ,0,# 98,14 X 19,1 1/2
9 x 12  BK,17 1/2 X 22 1/2,1,# 98,14 X 19,1 1/2
9 x 12  BK,19 X 25,1,# 98,14 X 19,1 1/2
9 x 12  BK,23 X 29,1,# 98,14 X 19,1 1/2
9 x 12  BK,23 X 35,1,# 98,14 X 19,1 1/2
9 x 12  BK,25 X 38,1,# 98,14 X 19,1 1/2
9 x 12  BK,28 X 40,3,# 98,14 X 19,1 1/2
,,,,,
,,,,,
9 x 12  BK,14 7/8 X 19 7/8,1,# 145 - N,14 X 19 5/8,2
9 x 12  BK,11 X 17 ,0,# 145 - N,14 X 19 5/8,2
9 x 12  BK,17 1/2 X 22 1/2,1,# 145 - N,14 X 19 5/8,2
9 x 12  BK,19 X 25,1,# 145 - N,14 X 19 5/8,2
9 x 12  BK,23 X 29,1,# 145 - N,14 X 19 5/8,2
9 x 12  BK,23 X 35,1,# 145 - N,14 X 19 5/8,2
9 x 12  BK,25 X 38,1,# 145 - N,14 X 19 5/8,2
9 x 12  BK,28 X 40,2,# 145 - N,14 X 19 5/8,2
,,,,,
,,,,,
9 x 12  BK,15 7/8 X 19 1/2,1,# 328,15 X 18 3/4,1
9 x 12  BK,11 X 17 ,0,# 328,15 X 18 3/4,1
9 x 12  BK,17 1/2 X 22 1/2,1,# 328,15 X 18 3/4,1
9 x 12  BK,19 X 25,1,# 328,15 X 18 3/4,1
9 x 12  BK,23 X 29,1,# 328,15 X 18 3/4,1
9 x 12  BK,23 X 35,1,# 328,15 X 18 3/4,1
9 x 12  BK,25 X 38,1,# 328,15 X 18 3/4,1
9 x 12  BK,28 X 40,2,# 328,15 X 18 3/4,1
,,,,,
,,,,,
9 1/4 x 9 1/4  BK,12 1/4 X 20 1/2,1,# 146,11 1/2 X 19 5/8,2
9 1/4 x 9 1/4  BK,11 X 17 ,0,# 146,11 1/2 X 19 5/8,2
9 1/4 x 9 1/4  BK,17 1/2 X 22 1/2,1,# 146,11 1/2 X 19 5/8,2
9 1/4 x 9 1/4  BK,19 X 25,1,# 146,11 1/2 X 19 5/8,2
9 1/4 x 9 1/4  BK,23 X 29,2,# 146,11 1/2 X 19 5/8,2
9 1/4 x 9 1/4  BK,23 X 35,2,# 146,11 1/2 X 19 5/8,2
9 1/4 x 9 1/4  BK,25 X 38,2,# 146,11 1/2 X 19 5/8,2
9 1/4 x 9 1/4  BK,28 X 40,4,# 146,11 1/2 X 19 5/8,2
,,,,,
,,,,,
9 1/4 x 11  BK,15 X 19 1/8,1,# 94,13 X 18 1/4,1 1/4
9 1/4 x 11  BK,11 X 17 ,0,# 94,13 X 18 1/4,1 1/4
9 1/4 x 11  BK,17 1/2 X 22 1/2,1,# 94,13 X 18 1/4,1 1/4
9 1/4 x 11  BK,19 X 25,1,# 94,13 X 18 1/4,1 1/4
9 1/4 x 11  BK,23 X 29,1,# 94,13 X 18 1/4,1 1/4
9 1/4 x 11  BK,23 X 35,1,# 94,13 X 18 1/4,1 1/4
9 1/4 x 11  BK,25 X 38,2,# 94,13 X 18 1/4,1 1/4
9 1/4 x 11  BK,28 X 40,4,# 94,13 X 18 1/4,1 1/4
,,,,,
,,,,,
9 1/4 x 11 31/32  BK,14 1/8 X 20 1/8,1,# 160,13 23/32 X 19 3/4,2
9 1/4 x 11 31/32  BK,11 X 17 ,0,# 160,13 23/32 X 19 3/4,2
9 1/4 x 11 31/32  BK,17 1/2 X 22 1/2,1,# 160,13 23/32 X 19 3/4,2
9 1/4 x 11 31/32  BK,19 X 25,1,# 160,13 23/32 X 19 3/4,2
9 1/4 x 11 31/32  BK,23 X 29,1,# 160,13 23/32 X 19 3/4,2
9 1/4 x 11 31/32  BK,23 X 35,1,# 160,13 23/32 X 19 3/4,2
9 1/4 x 11 31/32  BK,25 X 38,1,# 160,13 23/32 X 19 3/4,2
9 1/4 x 11 31/32  BK,28 X 40,2,# 160,13 23/32 X 19 3/4,2
,,,,,
,,,,,
9 1/2 x 9 1/2  BK,11 5/8 X 20 7/8,1,# 157,11 1/4 X 20,1 1/2
9 1/2 x 9 1/2  BK,11 X 17 ,0,# 157,11 1/4 X 20,1 1/2
9 1/2 x 9 1/2  BK,17 1/2 X 22 1/2,1,# 157,11 1/4 X 20,1 1/2
9 1/2 x 9 1/2  BK,19 X 25,1,# 157,11 1/4 X 20,1 1/2
9 1/2 x 9 1/2  BK,23 X 29,2,# 157,11 1/4 X 20,1 1/2
9 1/2 x 9 1/2  BK,23 X 35,2,# 157,11 1/4 X 20,1 1/2
9 1/2 x 9 1/2  BK,25 X 38,3,# 157,11 1/4 X 20,1 1/2
9 1/2 x 9 1/2  BK,28 X 40,3,# 157,11 1/4 X 20,1 1/2
,,,,,
,,,,,
9 1/2 x 12  BK,14 1/2 X 20 1/2,1,# 150,14 X 20,1 1/2
9 1/2 x 12  BK,11 X 17 ,0,# 150,14 X 20,1 1/2
9 1/2 x 12  BK,17 1/2 X 22 1/2,1,# 150,14 X 20,1 1/2
9 1/2 x 12  BK,19 X 25,1,# 150,14 X 20,1 1/2
9 1/2 x 12  BK,23 X 29,1,# 150,14 X 20,1 1/2
9 1/2 x 12  BK,23 X 35,1,# 150,14 X 20,1 1/2
9 1/2 x 12  BK,25 X 38,1,# 150,14 X 20,1 1/2
9 1/2 x 12  BK,28 X 40,2,# 150,14 X 20,1 1/2
,,,,,
,,,,,
9 1/2 x 12 1/2  BK,14 1/2 X 20 1/2,1,# 97,14 1/2 X 20 5/8,2 1/8
9 1/2 x 12 1/2  BK,11 X 17 ,0,# 97,14 1/2 X 20 5/8,2 1/8
9 1/2 x 12 1/2  BK,17 1/2 X 22 1/2,1,# 97,14 1/2 X 20 5/8,2 1/8
9 1/2 x 12 1/2  BK,19 X 25,1,# 97,14 1/2 X 20 5/8,2 1/8
9 1/2 x 12 1/2  BK,23 X 29,1,# 97,14 1/2 X 20 5/8,2 1/8
9 1/2 x 12 1/2  BK,23 X 35,1,# 97,14 1/2 X 20 5/8,2 1/8
9 1/2 x 12 1/2  BK,25 X 38,1,# 97,14 1/2 X 20 5/8,2 1/8
9 1/2 x 12 1/2  BK,28 X 40,1,# 97,14 1/2 X 20 5/8,2 1/8
,,,,,
,,,,,
 10 x 13  BK,15 1/2 X 21 9/16,1,# 158,15 X 21 1/16,1 3/4
 10 x 13  BK,11 X 17 ,0,# 158,15 X 21 1/16,1 3/4
 10 x 13  BK,17 1/2 X 22 1/2,1,# 158,15 X 21 1/16,1 3/4
 10 x 13  BK,19 X 25,1,# 158,15 X 21 1/16,1 3/4
 10 x 13  BK,23 X 29,1,# 158,15 X 21 1/16,1 3/4
 10 x 13  BK,23 X 35,1,# 158,15 X 21 1/16,1 3/4
 10 x 13  BK,25 X 38,1,# 158,15 X 21 1/16,1 3/4
 10 x 13  BK,28 X 40,1,# 158,15 X 21 1/16,1 3/4
,,,,,
,,,,,
 10 x 13  BK,15 1/2 X 21 5/8,1,# 141,15 X 21 1/8,2
 10 x 13  BK,11 X 17 ,0,# 141,15 X 21 1/8,2
 10 x 13  BK,17 1/2 X 22 1/2,1,# 141,15 X 21 1/8,2
 10 x 13  BK,19 X 25,1,# 141,15 X 21 1/8,2
 10 x 13  BK,23 X 29,1,# 141,15 X 21 1/8,2
 10 x 13  BK,23 X 35,1,# 141,15 X 21 1/8,2
 10 x 13  BK,25 X 38,1,# 141,15 X 21 1/8,2
 10 x 13  BK,28 X 40,1,# 141,15 X 21 1/8,2
,,,,,
,,,,,
 10 x 13  BK,15 1/2 X 22,1,# 100,15 X 21 1/2,2
 10 x 13  BK,11 X 17 ,0,# 100,15 X 21 1/2,2
 10 x 13  BK,17 1/2 X 22 1/2,1,# 100,15 X 21 1/2,2
 10 x 13  BK,19 X 25,1,# 100,15 X 21 1/2,2
 10 x 13  BK,23 X 29,1,# 100,15 X 21 1/2,2
 10 x 13  BK,23 X 35,1,# 100,15 X 21 1/2,2
 10 x 13  BK,25 X 38,1,# 100,15 X 21 1/2,2
 10 x 13  BK,28 X 40,1,# 100,15 X 21 1/2,2
,,,,,
,,,,,
 10 x 13  BK,15 1/2 X 22 1/16,1,# 242,15 X 21 9/16,2 1/8
 10 x 13  BK,11 X 17 ,0,# 242,15 X 21 9/16,2 1/8
 10 x 13  BK,17 1/2 X 22 1/2,1,# 242,15 X 21 9/16,2 1/8
 10 x 13  BK,19 X 25,1,# 242,15 X 21 9/16,2 1/8
 10 x 13  BK,23 X 29,1,# 242,15 X 21 9/16,2 1/8
 10 x 13  BK,23 X 35,1,# 242,15 X 21 9/16,2 1/8
 10 x 13  BK,25 X 38,1,# 242,15 X 21 9/16,2 1/8
 10 x 13  BK,28 X 40,1,# 242,15 X 21 9/16,2 1/8
,,,,,
,,,,,
 10 x 13  BK,15 1/2 X 21 3/4,1,# 119 - N,15 X 21 1/4,1 7/8
 10 x 13  BK,11 X 17 ,0,# 119 - N,15 X 21 1/4,1 7/8
 10 x 13  BK,17 1/2 X 22 1/2,1,# 119 - N,15 X 21 1/4,1 7/8
 10 x 13  BK,19 X 25,1,# 119 - N,15 X 21 1/4,1 7/8
 10 x 13  BK,23 X 29,1,# 119 - N,15 X 21 1/4,1 7/8
 10 x 13  BK,23 X 35,1,# 119 - N,15 X 21 1/4,1 7/8
 10 x 13  BK,25 X 38,1,# 119 - N,15 X 21 1/4,1 7/8
 10 x 13  BK,28 X 40,1,# 119 - N,15 X 21 1/4,1 7/8
